codigo,descripcion
D18,Pregunta D18.99.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) NO SABE?
D26A,"Pregunta D26A.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en otras habitaciones de su vivienda, además de la habitación donde duerme?"
D26B,"Pregunta D26B.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en un área afuera de su vivienda, como su porche, cochera, terraza, zaguán, pasillo (de un edificio de departamentos), garaje, en su propio patio o entrada?"
D26C,"Pregunta D26C.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en lugares en su vecindario o colonia, fuera de su propio patio o edificio?"
D26D,"Pregunta D26D.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en lugares fuera de su vecindario o colonia, pero dentro de su ciudad (o pueblo)?"
D26E,"Pregunta D26E.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en lugares fuera de su ciudad (o pueblo)?"
D27,Pregunta D27.21 Registra si el entrevistado es casado o unido
D28,"Pregunta D28.21 Cuando se trata de tomar decisiones familiares importantes, ¿quién tiene mayor peso en las decisiones, usted o su cónyuge?"
D30,"Pregunta D30.21 ¿Diría que (él/ella) tiene mucho más peso en las decisiones que usted, o solamente algo más de peso?"
D31,"Pregunta D31.21 Cuando se trata de tomar una decisión personal importante como si va usted al médico o va a hacerse una cirugía, ¿cuánto peso diría que usted tiene en la decisión?, ¿diría que...?"
D32,"Pregunta D32.21 Cuando se trata de tomar la decisión final acerca de tratamiento médico, ¿diría que prefiere...?"
D33A,"Pregunta D33A.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - En la mayoría de las cosas, mi vida está cerca de mi ideal"
D33B,Pregunta D33B.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Las condiciones de mi vida son excelentes
D33C,Pregunta D33C.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Estoy satisfecho(a) con mi vida
D33D,"Pregunta D33D.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Hasta ahora, he conseguido las cosas que para mí son importantes en la vida"
D33E,"Pregunta D33E.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Si volviese a nacer, no cambiaría casi nada de mi vida"
D34A1,Pregunta D34A1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Cuidar a un adulto enfermo o discapacitado
D34A2,Pregunta D34A2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a un adulto enfermo o discapacitado - NÚMERO DE VECES
D34A3,Pregunta D34A3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a un adulto enfermo o discapacitado - PERIODO
D34B1,Pregunta D34B1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Cuidar a niños menores de 12 años
D34B2,Pregunta D34B2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a niños menores de 12 años - NÚMERO DE VECES
D34B3,Pregunta D34B3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a niños menores de 12 años - PERIODO
D34C1,Pregunta D34C1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Trabajo de voluntariado o apoyo a alguna organización civil sin pago o retribución
D34C2,Pregunta D34C2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Trabajo de voluntariado o apoyo a alguna organización civil sin pago o retribución - NÚMERO DE VECES
D34C3,Pregunta D34C3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Trabajo de voluntariado o apoyo a alguna organización civil sin pago o retribución - PERIODO
D34D1,"Pregunta D34D1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Asistir a algún curso de capacitación, plática informativa o clase"
D34D2,"Pregunta D34D2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a algún curso de capacitación, plática informativa o clase - NÚMERO DE VECES"
D34D3,"Pregunta D34D3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a algún curso de capacitación, plática informativa o clase - PERIODO"
D34E1,Pregunta D34E1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Asistir a un deportivo o club social
D34E2,Pregunta D34E2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a un deportivo o club social - NÚMERO DE VECES
D34E3,Pregunta D34E3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a un deportivo o club social - PERIODO
D34F1,"Pregunta D34F1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Leer algún libro, revista o periódico"
D34F2,"Pregunta D34F2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Leer algún libro, revista o periódico - NÚMERO DE VECES"
D34F3,"Pregunta D34F3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Leer algún libro, revista o periódico - PERIODO"
D34G1,"Pregunta D34G1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Hacer crucigramas, rompecabezas, juegos de números (sudoku)"
D34G2,"Pregunta D34G2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer crucigramas, rompecabezas, juegos de números (sudoku) - NÚMERO DE VECES"
D34G3,"Pregunta D34G3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer crucigramas, rompecabezas, juegos de números (sudoku) - PERIODO"
D34H1,"Pregunta D34H1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Jugar juegos de mesa como cartas, dominó o ajedrez"
D34H2,"Pregunta D34H2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Jugar juegos de mesa como cartas, dominó o ajedrez - NÚMERO DE VECES"
D34H3,"Pregunta D34H3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Jugar juegos de mesa como cartas, dominó o ajedrez - PERIODO"
D34I1,Pregunta D34I1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Hablar por teléfono a familiares o amigos o usar una computadora para enviar mensajes o usar internet
D34I2,Pregunta D34I2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hablar por teléfono a familiares o amigos o usar una computadora para enviar mensajes o usar internet - NÚMERO DE VECES
D34I3,Pregunta D34I3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hablar por teléfono a familiares o amigos o usar una computadora para enviar mensajes o usar internet - PERIODO
D34J1,"Pregunta D34J1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer actividades de mantenimiento del hogar, reparaciones, jardinería, etcétera"
D34J2,"Pregunta D34J2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer actividades de mantenimiento del hogar, reparaciones, jardinería, etcétera - NÚMERO DE VECES"
D34J3,"Pregunta D34J3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer actividades de mantenimiento del hogar, reparaciones, jardinería, etcétera - PERIODO"
D34K1,Pregunta D34K1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Ver la televisión
D34K2,Pregunta D34K2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Ver la televisión - NÚMERO DE VECES
D34K3,Pregunta D34K3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Ver la televisión - PERIODO
D34L1,"Pregunta D34L1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Coser, bordar, tejer o realizar otras manualidades"
D34L2,"Pregunta D34L2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Coser, bordar, tejer o realizar otras manualidades - NÚMERO DE VECES"
D34L3,"Pregunta D34L3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Coser, bordar, tejer o realizar otras manualidades - PERIODO"
D35A,"Pregunta D35A.21 Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente siente que le falta compañía?"
D35B,"Pregunta D35B.21 Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente se siente ignorado(a) por los demás?"
D35C,"Pregunta D35C.21 Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente se siente aislado(a), apartado(a) de los demás?"
E1A,Pregunta E1A.21 ¿Cómo evaluaría usted su memoria en el presente? Diría que:
E1B,"Pregunta E1B.21 ¿Comparando con hace dos años, diría que su memoria es...?"
E2,Pregunta E2.21 ¿Usted necesita lentes para ver de cerca?
E3A,"Pregunta E3A.21 Para las siguientes preguntas, le pido por favor que se ponga sus lentes. ¿LA PERSONA PUEDE LEER CON LOS LENTES?"
E3B,"Pregunta E3B.21 Entrevistador: Lee Instrucciones por favor, lea este texto en voz alta. Tome esta medicina una vez al día después de la comida"
E6,"Pregunta E6.21 Entrevistador: en caso de pareja entrevistada, pregunta el mes de nacimiento de cada uno. aplica la lista ""a"" al más próximo a cumplir años y la lista ""b"" a la otra persona. en caso de entrevista única en el hogar: aplica la lista ""a"" si hoy es lunes, miércoles o viernes. aplica la lista ""b"" si hoy es cualquier otro día. indica la lista que se aplicó"
E7,"Pregunta E7.1.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Se rehusó"
E7A,"Pregunta E7A.1.1.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Gato"
E7A,"Pregunta E7A.1.2.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Brazo"
E7A,"Pregunta E7A.1.3.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Pera"
E7A,"Pregunta E7A.1.4.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Lima"
E7A,"Pregunta E7A.1.5.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Silla"
E7A,"Pregunta E7A.1.6.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Casa"
E7A,"Pregunta E7A.1.7.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Ratón"
E7A,"Pregunta E7A.1.8.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Falda"
E7A1,"Pregunta E7A1.TOT.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - TOTAL"
E7B,"Pregunta E7B.1.1.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Perro"
E7B,"Pregunta E7B.1.2.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Mano"
E7B,"Pregunta E7B.1.3.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Cama"
E7B,"Pregunta E7B.1.4.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Fresa"
E7B,"Pregunta E7B.1.5.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Bota"
E7B,"Pregunta E7B.1.6.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Limón"
E7B,"Pregunta E7B.1.7.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Mesa"
E7B,"Pregunta E7B.1.8.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Vaca"
E7B1,"Pregunta E7B1.TOT.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - TOTAL"
E7,"Pregunta E7.2.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Se rehusó"
E7A,"Pregunta E7A.2.1.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Pera"
E7A,"Pregunta E7A.2.2.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Falda"
E7A,"Pregunta E7A.2.3.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Silla"
E7A,"Pregunta E7A.2.4.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Gato"
E7A,"Pregunta E7A.2.5.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Ratón"
E7A,"Pregunta E7A.2.6.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Brazo"
E7A,"Pregunta E7A.2.7.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Casa"
E7A,"Pregunta E7A.2.8.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Lima"
E7A2,"Pregunta E7A2.TOT.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - TOTAL"
E7B,"Pregunta E7B.2.1.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Cama"
E7B,"Pregunta E7B.2.2.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Vaca"
E7B,"Pregunta E7B.2.3.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Bota"
E7B,"Pregunta E7B.2.4.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Perro"
E7B,"Pregunta E7B.2.5.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Mesa"
E7B,"Pregunta E7B.2.6.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Mano"
E7B,"Pregunta E7B.2.7.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Limón"
E7B,"Pregunta E7B.2.8.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Fresa"
E7B2,"Pregunta E7B2.TOT.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - TOTAL"
E7,"Pregunta E7.3.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Se rehusó"
E7A,Pregunta E7A.3.1.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Ratón
E7A,Pregunta E7A.3.2.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Lima
E7A,Pregunta E7A.3.3.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Brazo
E7A,Pregunta E7A.3.4.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Casa
E7A,Pregunta E7A.3.5.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Gato
E7A,Pregunta E7A.3.6.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Falda
E7A,Pregunta E7A.3.7.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Pera
E7A,Pregunta E7A.3.8.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Silla
E7A3,Pregunta E7A3.TOT.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - TOTAL
E7B,Pregunta E7B.3.1.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Mesa
E7B,Pregunta E7B.3.2.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Fresa
E7B,Pregunta E7B.3.3.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Mano
E7B,Pregunta E7B.3.4.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Limón
E7B,Pregunta E7B.3.5.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Perro
E7B,Pregunta E7B.3.6.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Vaca
E7B,Pregunta E7B.3.7.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Cama
E7B,Pregunta E7B.3.8.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Bota
E7B3,Pregunta E7B3.TOT.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - TOTAL
E4,Pregunta E4.21 ¿Usted tiene problemas para tomar una pluma o lápiz y hacer unos trazos?
E5,Pregunta E5.21 ¿Qué problema(s) tiene?
E8A,Pregunta E8A.21 Habilidad visomotriz
E8A,Pregunta E8A.C.21 Calificación del ejercicio de habilidad visomotriz
E9A,Pregunta E9A.21 Listado de animales
E9A,Pregunta E9A.C.21 Total de animales distintos
E9B,Pregunta E9B.C.21 Total de animales repetidos
E9C,Pregunta E9C.21 Total de animales
E10A,Pregunta E10A.21 Recorrido visual
E10,Pregunta E10.C.21 Total de figuras correctas marcadas
E10,Pregunta E10.I.21 Total de figuras incorrectas marcadas
E11A,Pregunta E11A.21 ¿Respondió correctamente Día?
E11B,Pregunta E11B.21 ¿Respondió correctamente Mes?
E11C,Pregunta E11C.21 ¿Respondió correctamente Año?
E13,"Pregunta E13.21 Por favor, recuerde la figura que dibujó antes y hágala nuevamente en esta hoja. SI EL ENTREVISTADO PRODUCE EL DISEÑO DEL RECORRIDO VISUAL, DILE AL ENTREVISTADO: Por favor, dibuje la otra figura que copió usted antes. PERMITE SOLAMENTE UN MINUTO Y MEDIO (90 SEGUNDOS) PARA DIBUJAR LA FIGURA. RESULTADO DEL EJERCICIO - EVOCACIÓN DE FIGURA"
E13,Pregunta E13.C.21 Calificación del ejercicio - Evocación de figura
E14,"Pregunta E14.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita ¿Puedo iniciar? - Se rehusó"
E14A,"Pregunta E14A.1.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Gato"
E14A,"Pregunta E14A.2.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Brazo"
E14A,"Pregunta E14A.3.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Pera"
E14A,"Pregunta E14A.4.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Lima"
E14A,"Pregunta E14A.5.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Silla"
E14A,"Pregunta E14A.6.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Casa"
E14A,"Pregunta E14A.7.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Ratón"
E14A,"Pregunta E14A.8.21 ¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea. - Falda"
