nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
"PreguntaC76.18En los últimos 12 meses, ¿cuánto efecto cree usted que el estrés ha tenido sobre su salud?","1","C","c76_18","c76_18","1-4,8,9"
"PreguntaD1.1.18¿Usted tiene derecho a servicio médico en…","1","C","d1_1_18","d1_1_18","1,2,8,9"
"PreguntaD1D.1.18¿Aproximadamente, desde cuándo tiene derecho a este servicio?","4","C","d1d_1_18","d1d_1_18","1910-2018,8888, 9999"
"PreguntaD2.1.18¿Recibe esos servicios o prestaciones porque es…","1","C","d2_1_18","d2_1_18","1-5,7,8,9"
"PreguntaD1.2.18¿Usted tiene derecho a servicio médico en…","1","C","d1_2_18","d1_2_18","1,2,8,9"
"PreguntaD1D.2.18¿Aproximadamente, desde cuándo tiene derecho a este servicio?","4","C","d1d_2_18","d1d_2_18","1947-2018,8888, 9999"
"PreguntaD2.2.18¿Recibe esos servicios o prestaciones porque es…","1","C","d2_2_18","d2_2_18","1-5,7,8,9"
"PreguntaD1.3.18¿Usted tiene derecho a servicio médico en…","1","C","d1_3_18","d1_3_18","1,2,8,9"
"PreguntaD1D.3.18¿Aproximadamente, desde cuándo tiene derecho a este servicio?","4","C","d1d_3_18","d1d_3_18","1967-2018,8888, 9999"
"PreguntaD2.3.18¿Recibe esos servicios o prestaciones porque es…","1","C","d2_3_18","d2_3_18","1-5,7,8,9"
"PreguntaD1.4.18¿Usted tiene derecho a servicio médico en…","1","C","d1_4_18","d1_4_18","1,2,8,9"
"PreguntaD1D.4.18¿Aproximadamente, desde cuándo tiene derecho a este servicio?","4","C","d1d_4_18","d1d_4_18","1943-2018,8888, 9999"
"PreguntaD2.4.18¿Recibe esos servicios o prestaciones porque es…","1","C","d2_4_18","d2_4_18","1-5,7,8,9"
"PreguntaD1.5.18¿Usted tiene derecho a servicio médico en…","1","C","d1_5_18","d1_5_18","1,2,8,9"
"PreguntaD1D.5.18¿Aproximadamente, desde cuándo tiene derecho a este servicio?","4","C","d1d_5_18","d1d_5_18","1948-2018,8888, 9999"
"PreguntaD2.5.18¿Recibe esos servicios o prestaciones porque es…","1","C","d2_5_18","d2_5_18","1-5,7,8,9"
"PreguntaD1.6.18¿Usted tiene derecho a servicio médico en…","1","C","d1_6_18","d1_6_18","1,2,8,9"
"PreguntaD1D.6.18¿Aproximadamente, desde cuándo tiene derecho a este servicio?","4","C","d1d_6_18","d1d_6_18","1945-2018,8888, 9999"
"PreguntaD2.6.18¿Recibe esos servicios o prestaciones porque es…","1","C","d2_6_18","d2_6_18","1-5,7,8,9"
"PreguntaD3A.18¿Entonces, no tiene derecho a servicio médico en ninguna institución?","1","C","d3a_18","d3a_18","1,2,8,9"
"PreguntaD3B.18Desde la última vez que hablamos con usted, ¿tuvo una cirugía mayor (Ha tenido usted una cirugía mayor en los últimos tres o cuatro años)?","1","C","d3b_18","d3b_18","1,2,8,9"
"PreguntaD3C.01.18Especifique el año (los años)","1","C","d3c_01_18","d3c_01_18","0,1"
"PreguntaD3C.02.18Especifique el año (los años)","1","C","d3c_02_18","d3c_02_18","0,1"
"PreguntaD3C.03.18Especifique el año (los años)","1","C","d3c_03_18","d3c_03_18","0,1"
"PreguntaD3C.04.18Especifique el año (los años)","1","C","d3c_04_18","d3c_04_18","0,1"
"PreguntaD4.18Incluyendo todas las veces en el último año, ¿cómo cuántas noches ha estado internado en un hospital?","3","C","d4_18","d4_18","000,001-200,888,999"
"PreguntaD5.01.18¿En qué tipo de hospitales se atendió?","1","C","d5_01_18","d5_01_18","0,1"
"PreguntaD5.02.18¿En qué tipo de hospitales se atendió?","1","C","d5_02_18","d5_02_18","0,1"
"PreguntaD5.03.18¿En qué tipo de hospitales se atendió?","1","C","d5_03_18","d5_03_18","0,1"
"PreguntaD5.04.18¿En qué tipo de hospitales se atendió?","1","C","d5_04_18","d5_04_18","0,1"
"PreguntaD5.05.18¿En qué tipo de hospitales se atendió?","1","C","d5_05_18","d5_05_18","0,1"
"PreguntaD5.06.18¿En qué tipo de hospitales se atendió?","1","C","d5_06_18","d5_06_18","0,1"
"PreguntaD5.07.18¿En qué tipo de hospitales se atendió?","1","C","d5_07_18","d5_07_18","0,1"
"PreguntaD5.08.18¿En qué tipo de hospitales se atendió?","1","C","d5_08_18","d5_08_18","0,1"
"PreguntaD5.88.18¿En qué tipo de hospitales se atendió?","1","C","d5_88_18","d5_88_18","0,1"
"PreguntaD5.99.18¿En qué tipo de hospitales se atendió?","1","C","d5_99_18","d5_99_18","0,1"
"PreguntaD6.18Incluyendo todas las veces, ¿como cuánto pagó por estas hospitalizaciones?","6","C","d6_18","d6_18","000000,000001-350000, 888888,999999"
"PreguntaD7A.18¿Diría usted que son… más de $7,500 pesos?","1","C","d7a_18","d7a_18","1,2,9"
"PreguntaD7B.18¿Diría usted que son… más de $4,000 pesos?","1","C","d7b_18","d7b_18","1,2,9"
"PreguntaD7C.18¿Diría usted que son… más de $30,000 pesos?","1","C","d7c_18","d7c_18","1,2,9"
"PreguntaD8.1.18 En el último año, ¿como cuántas veces… ha consultado usted a un dentista?","3","C","d8_1_18","d8_1_18","000,001-200,888,999"
"PreguntaD9.1.18Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?","6","C","d9_1_18","d9_1_18","000000,000001-600000, 777777, 888888, 999999"
"PreguntaD10A1.18¿Diría usted que son… más de $2,000 pesos?","1","C","d10a1_18","d10a1_18","1,2,9"
"PreguntaD10B1.18¿Diría usted que son… más de $400 pesos?","1","C","d10b1_18","d10b1_18","1,2,9"
"PreguntaD10C1.18¿Diría usted que son… más de $15,000 pesos?","1","C","d10c1_18","d10c1_18","1,2,9"
"PreguntaD10D01.1.18¿A dónde acudió?","1","C","d10d01_1_18","d10d01_1_18","0,1"
"PreguntaD10D02.1.18¿A dónde acudió?","1","C","d10d02_1_18","d10d02_1_18","0,1"
"PreguntaD10D03.1.18¿A dónde acudió?","1","C","d10d03_1_18","d10d03_1_18","0,1"
"PreguntaD10D04.1.18¿A dónde acudió?","1","C","d10d04_1_18","d10d04_1_18","0,1"
"PreguntaD10D05.1.18¿A dónde acudió?","1","C","d10d05_1_18","d10d05_1_18","0,1"
"PreguntaD10D06.1.18¿A dónde acudió?","1","C","d10d06_1_18","d10d06_1_18","0,1"
"PreguntaD10D07.1.18¿A dónde acudió?","1","C","d10d07_1_18","d10d07_1_18","0,1"
"PreguntaD10D08.1.18¿A dónde acudió?","1","C","d10d08_1_18","d10d08_1_18","0,1"
"PreguntaD10D09.1.18¿A dónde acudió?","1","C","d10d09_1_18","d10d09_1_18","0,1"
"PreguntaD10D10.1.18¿A dónde acudió?","1","C","d10d10_1_18","d10d10_1_18","0,1"
"PreguntaD10D88.1.18¿A dónde acudió?","1","C","d10d88_1_18","d10d88_1_18","0,1"
"PreguntaD10D99.1.18¿A dónde acudió?","1","C","d10d99_1_18","d10d99_1_18","0,1"
"PreguntaD8.2.18 En el último año, ¿como cuántas veces… le tuvieron que hacer procedimientos quirúrgicos sin internarse en el hospital?","3","C","d8_2_18","d8_2_18","000,001-234,888,999"
"PreguntaD9.2.18Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?","6","C","d9_2_18","d9_2_18","000000,000001-200000,777777,888888,999999"
"PreguntaD10A2.18¿Diría usted que son… más de $2,000 pesos?","1","C","d10a2_18","d10a2_18","1,2,9"
"PreguntaD10B2.18¿Diría usted que son… más de $400 pesos?","1","C","d10b2_18","d10b2_18","1,2,9"
"PreguntaD10C2.18¿Diría usted que son… más de $15,000 pesos?","1","C","d10c2_18","d10c2_18","1,2,9"
"PreguntaD10D01.2.18¿A dónde acudió?","1","C","d10d01_2_18","d10d01_2_18","0,1"
"PreguntaD10D02.2.18¿A dónde acudió?","1","C","d10d02_2_18","d10d02_2_18","0,1"
"PreguntaD10D03.2.18¿A dónde acudió?","1","C","d10d03_2_18","d10d03_2_18","0,1"
"PreguntaD10D04.2.18¿A dónde acudió?","1","C","d10d04_2_18","d10d04_2_18","0,1"
"PreguntaD10D05.2.18¿A dónde acudió?","1","C","d10d05_2_18","d10d05_2_18","0,1"
"PreguntaD10D06.2.18¿A dónde acudió?","1","C","d10d06_2_18","d10d06_2_18","0,1"
"PreguntaD10D07.2.18¿A dónde acudió?","1","C","d10d07_2_18","d10d07_2_18","0,1"
"PreguntaD10D08.2.18¿A dónde acudió?","1","C","d10d08_2_18","d10d08_2_18","0,1"
"PreguntaD10D09.2.18¿A dónde acudió?","1","C","d10d09_2_18","d10d09_2_18","0,1"
"PreguntaD10D10.2.18¿A dónde acudió?","1","C","d10d10_2_18","d10d10_2_18","0,1"
"PreguntaD10D88.2.18¿A dónde acudió?","1","C","d10d88_2_18","d10d88_2_18","0,1"
"PreguntaD10D99.2.18¿A dónde acudió?","1","C","d10d99_2_18","d10d99_2_18","0,1"
"PreguntaD8.3.18 En el último año, ¿como cuántas veces… ha visitado o consultado con un doctor o personal médico?","3","C","d8_3_18","d8_3_18","000,001-365,888,999"
"PreguntaD9.3.18Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?","6","C","d9_3_18","d9_3_18","000000,000001-200000,777777,888888,999999"
"PreguntaD10A3.18¿Diría usted que son… más de $2,000 pesos?","1","C","d10a3_18","d10a3_18","1,2,9"
"PreguntaD10B3.18¿Diría usted que son… más de $400 pesos?","1","C","d10b3_18","d10b3_18","1,2,9"
"PreguntaD10C3.18¿Diría usted que son… más de $15,000 pesos?","1","C","d10c3_18","d10c3_18","1,2,9"
"PreguntaD10D01.3.18¿A dónde acudió?","1","C","d10d01_3_18","d10d01_3_18","0,1"
"PreguntaD10D02.3.18¿A dónde acudió?","1","C","d10d02_3_18","d10d02_3_18","0,1"
"PreguntaD10D03.3.18¿A dónde acudió?","1","C","d10d03_3_18","d10d03_3_18","0,1"
"PreguntaD10D04.3.18¿A dónde acudió?","1","C","d10d04_3_18","d10d04_3_18","0,1"
"PreguntaD10D05.3.18¿A dónde acudió?","1","C","d10d05_3_18","d10d05_3_18","0,1"
"PreguntaD10D06.3.18¿A dónde acudió?","1","C","d10d06_3_18","d10d06_3_18","0,1"
"PreguntaD10D07.3.18¿A dónde acudió?","1","C","d10d07_3_18","d10d07_3_18","0,1"
"PreguntaD10D08.3.18¿A dónde acudió?","1","C","d10d08_3_18","d10d08_3_18","0,1"
"PreguntaD10D09.3.18¿A dónde acudió?","1","C","d10d09_3_18","d10d09_3_18","0,1"
"PreguntaD10D10.3.18¿A dónde acudió?","1","C","d10d10_3_18","d10d10_3_18","0,1"
"PreguntaD10D88.3.18¿A dónde acudió?","1","C","d10d88_3_18","d10d88_3_18","0,1"
"PreguntaD10D99.3.18¿A dónde acudió?","1","C","d10d99_3_18","d10d99_3_18","0,1"
"PreguntaD11.18En el último año, ¿consultó con un dependiente de farmacia o botica acerca de su salud?","1","C","d11_18","d11_18","1,2,8,9"
"PreguntaD12A.18Piense en el último año, en un mes normal, ¿cuánto se pagó por los medicamentos que usted toma?","6","C","d12a_18","d12a_18","000000,000001-100000, 777777,800000,888888,999999"
"PreguntaD12B.A.18¿Diría usted que son… más de $400 pesos?","1","C","d12b_a_18","d12b_a_18","1,2,9"
"PreguntaD12B.B.18¿Diría usted que son… más de $200 pesos?","1","C","d12b_b_18","d12b_b_18","1,2,9"
"PreguntaD12B.C.18¿Diría usted que son… más de $2,000 pesos?","1","C","d12b_c_18","d12b_c_18","1,2,9"
"PreguntaD12C.18En el último año, ¿dejó de tomar alguna medicina necesaria debido a su costo?","1","C","d12c_18","d12c_18","1,2,8,9"
"PreguntaD13.18En el último año, ¿quién pagó principalmente por los gastos médicos que tuvo que hacer?","2","C","d13_18","d13_18","01-08,88,99"
"PreguntaD15.18En los últimos dos años, ¿pensó alguna vez que tenía un problema serio de salud pero no fue al doctor?","1","C","d15_18","d15_18","1,2,8,9"
"PreguntaD16A.18¿A qué se debió que no haya ido al médico?","1","C","d16a_18","d16a_18","1,2,8,9"
"PreguntaD16B.18¿A qué se debió que no haya ido al médico?","1","C","d16b_18","d16b_18","1,2,8,9"
"PreguntaD16C.18¿A qué se debió que no haya ido al médico?","1","C","d16c_18","d16c_18","1,2,8,9"
"PreguntaD16D.18¿A qué se debió que no haya ido al médico?","1","C","d16d_18","d16d_18","1,2,8,9"
"PreguntaD16E.18¿A qué se debió que no haya ido al médico?","1","C","d16e_18","d16e_18","1,2,8,9"
"PreguntaD17.01.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_01_18","d17_01_18","0,1"
"PreguntaD17.02.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_02_18","d17_02_18","0,1"
"PreguntaD17.03.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_03_18","d17_03_18","0,1"
"PreguntaD17.04.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_04_18","d17_04_18","0,1"
"PreguntaD17.05.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_05_18","d17_05_18","0,1"
"PreguntaD17.06.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_06_18","d17_06_18","0,1"
"PreguntaD17.07.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_07_18","d17_07_18","0,1"
"PreguntaD17.08.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_08_18","d17_08_18","0,1"
"PreguntaD17.09.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_09_18","d17_09_18","0,1"
"PreguntaD17.10.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_10_18","d17_10_18","0,1"
"PreguntaD17.11.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_11_18","d17_11_18","0,1"
"PreguntaD17.12.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_12_18","d17_12_18","0,1"
"PreguntaD17.13.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_13_18","d17_13_18","0,1"
"PreguntaD17.88.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_88_18","d17_88_18","0,1"
"PreguntaD17.99.18¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)?","1","C","d17_99_18","d17_99_18","0,1"
"PreguntaD18.01.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… IMSS?","1","C","d18_01_18","d18_01_18","0,1"
"PreguntaD18.02.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… ISSSTE / ISSSTE Estatal?","1","C","d18_02_18","d18_02_18","0,1"
"PreguntaD18.03.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… Secretaría de Salud o Servicios Estatales de Salud?","1","C","d18_03_18","d18_03_18","0,1"
"PreguntaD18.04.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… IMSS PROSPERA (antes Oportunidades)?","1","C","d18_04_18","d18_04_18","0,1"
"PreguntaD18.05.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… PEMEX, Defensa o Marina?","1","C","d18_05_18","d18_05_18","0,1"
"PreguntaD18.06.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… Clínica u hospital privado?","1","C","d18_06_18","d18_06_18","0,1"
"PreguntaD18.07.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… Cruz Roja?","1","C","d18_07_18","d18_07_18","0,1"
"PreguntaD18.08.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… Farmacia?","1","C","d18_08_18","d18_08_18","0,1"
"PreguntaD18.09.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… Consultorio en farmacia?","1","C","d18_09_18","d18_09_18","0,1"
"PreguntaD18.10.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)… Quiropráctico / Homeópata / Curandero /Huesero / Curandero / Hierbero?","1","C","d18_10_18","d18_10_18","0,1"
"PreguntaD18.11.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)…?","1","C","d18_11_18","d18_11_18","0,1"
"PreguntaD18.88.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)…?","1","C","d18_88_18","d18_88_18","0,1"
"PreguntaD18.99.18¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón)…?","1","C","d18_99_18","d18_99_18","0,1"
"PreguntaD19.18Enseguida le voy a leer seis afirmaciones sobre la forma de ser de las personas. Responda abierta y sinceramente. Por favor dígame qué tan bien lo describen a usted: mucho, algo, poco, nada.","1","C","d19_18","d19_18","1-4,8,9"
"PreguntaD20.18Enseguida le voy a leer seis afirmaciones sobre la forma de ser de las personas. Responda abierta y sinceramente. Por favor dígame qué tan bien lo describen a usted: mucho, algo, poco, nada.","1","C","d20_18","d20_18","1-4,8,9"
"PreguntaD21.18Enseguida le voy a leer seis afirmaciones sobre la forma de ser de las personas. Responda abierta y sinceramente. Por favor dígame qué tan bien lo describen a usted: mucho, algo, poco, nada.","1","C","d21_18","d21_18","1-4,8,9"
"PreguntaD22.18Enseguida le voy a leer seis afirmaciones sobre la forma de ser de las personas. Responda abierta y sinceramente. Por favor dígame qué tan bien lo describen a usted: mucho, algo, poco, nada.","1","C","d22_18","d22_18","1-4,8,9"
"PreguntaD23.18Enseguida le voy a leer seis afirmaciones sobre la forma de ser de las personas. Responda abierta y sinceramente. Por favor dígame qué tan bien lo describen a usted: mucho, algo, poco, nada.","1","C","d23_18","d23_18","1-4,8,9"
"PreguntaD24.18Enseguida le voy a leer seis afirmaciones sobre la forma de ser de las personas. Responda abierta y sinceramente. Por favor dígame qué tan bien lo describen a usted: mucho, algo, poco, nada.","1","C","d24_18","d24_18","1-4,8,9"
"PreguntaD25A.18 Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25a_18","d25a_18","1-4,8,9"
"PreguntaD25B.18Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25b_18","d25b_18","1-4,8,9"
"PreguntaD25C.18Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25c_18","d25c_18","1-4,8,9"
"PreguntaD25D.18Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25d_18","d25d_18","1-4,8,9"
"PreguntaD25E.18Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25e_18","d25e_18","1-4,8,9"
"PreguntaD25F.18Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25f_18","d25f_18","1-4,8,9"
"PreguntaD25G.18Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25g_18","d25g_18","1-4,8,9"
"PreguntaD25H.18Enseguida le voy a leer cosas que la gente dice a veces. Para cada una de las expresiones, por favor dígame si usted: está de acuerdo, algo de acuerdo, algo en desacuerdo, o en desacuerdo.","1","C","d25h_18","d25h_18","1-4,8,9"
"PreguntaD27.18REGISTRA SI EL ENTREVISTADO ES CASADO O UNIDO","1","C","d27_18","d27_18","1,2"
"PreguntaD28.18Cuando se trata de tomar decisiones familiares importantes, ¿quién tiene mayor peso en las decisiones, usted o su cónyuge?","1","C","d28_18","d28_18","1-3,8,9"
"PreguntaD30.18¿Diría que (él/ella) tiene mucho más peso en las decisiones que usted, o solamente algo más de peso?","1","C","d30_18","d30_18","1,2,8,9"
"PreguntaD31.18Cuando se trata de tomar una decisión personal importante como si va usted al médico o va a hacerse una cirugía, ¿cuánto peso diría que usted tiene en la decisión?, ¿diría que …","1","C","d31_18","d31_18","1-3,8,9"
"PreguntaD32.18Cuando se trata de tomar la decisión final acerca de tratamiento médico, ¿diría que prefiere…","1","C","d32_18","d32_18","1-3,8,9"
"PreguntaD33A.18Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente.","1","C","d33a_18","d33a_18","1-3,8,9"
"PreguntaD33B.18Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente.","1","C","d33b_18","d33b_18","1-3,8,9"
"PreguntaD33C.18Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente.","1","C","d33c_18","d33c_18","1-3,8,9"
"PreguntaD33D.18Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente.","1","C","d33d_18","d33d_18","1-3,8,9"
"PreguntaD33E.18Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente.","1","C","d33e_18","d33e_18","1-3,8,9"
"PreguntaD34A1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34a1_18","d34a1_18","1,2,8,9"
"PreguntaD34A2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34a2_18","","01-90"
"PreguntaD34A3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34a3_18","d34a3_18","1,2"
"PreguntaD34B1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34b1_18","d34b1_18","1,2,8,9"
"PreguntaD34B2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34b2_18","","01-84"
"PreguntaD34B3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34b3_18","d34b3_18","1,2"
"PreguntaD34C1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34c1_18","d34c1_18","1,2,8,9"
"PreguntaD34C2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34c2_18","","01-70"
"PreguntaD34C3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34c3_18","d34c3_18","1,2"
"PreguntaD34D1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34d1_18","d34d1_18","1,2,8,9"
"PreguntaD34D2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34d2_18","","01-34"
"PreguntaD34D3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34d3_18","d34d3_18","1,2"
"PreguntaD34E1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34e1_18","d34e1_18","1,2,8,9"
"PreguntaD34E2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34e2_18","","01-32"
"PreguntaD34E3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34e3_18","d34e3_18","1,2"
"PreguntaD34F1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34f1_18","d34f1_18","1,2,8,9"
"PreguntaD34F2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34f2_18","","01-99"
"PreguntaD34F3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34f3_18","d34f3_18","1,2"
"PreguntaD34G1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34g1_18","d34g1_18","1,2,8,9"
"PreguntaD34G2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34g2_18","","01-30"
